"";"Jahr";"WKR_NR";"WKR_NAME";"LAND_NR";"LAND_NAME";"Wahlbezirksart";"Wahlkreisname";"Wähler";"Ungültige";"CDU";"CSU";"SPD";"LINKE";"GRÜNE";"FDP";"AFD";"meistgewählt";"pct";"geometry";"ref_value";"winner_abzz";"Land";"Geschlecht";"Geburtsjahresgruppe";"Summe";"Ungültig";"AfD";"DIE LINKE";"Sonstige";"dar. FREIE WÄHLER";"dar. dieBasis";"dar. BSW"
"839";2025;"0";"0";"0";0;0;0;0;0;30924;0;19401;0;4106;4739;0;0;0;0;0;0;0;0;0;148564;1187;45297;14194;28717;2756;0;23833
"840";2025;"0";"0";"0";0;0;0;0;0;57994;0;38432;0;5313;7051;0;0;0;0;0;0;0;0;0;198026;2558;35203;21317;30158;3159;0;25279
"841";2025;"0";"0";"0";0;0;0;0;0;3872;0;2913;0;1307;1248;0;0;0;0;0;0;0;0;0;37971;237;18644;7227;2523;291;0;2012
"842";2025;"0";"0";"0";0;0;0;0;0;6072;0;3446;0;2442;1317;0;0;0;0;0;0;0;0;0;51789;417;22134;11776;4184;1169;0;2709
"843";2025;"0";"0";"0";0;0;0;0;0;14919;0;6569;0;3775;1872;0;0;0;0;0;0;0;0;0;99494;131;52337;11560;8331;2234;0;5509
"844";2025;"0";"0";"0";0;0;0;0;0;31867;0;10708;0;4664;3348;0;0;0;0;0;0;0;0;0;172780;1589;93391;14810;12402;3584;0;7818
"845";2025;"0";"0";"0";0;0;0;0;0;31506;0;11845;0;2593;2496;0;0;0;0;0;0;0;0;0;140950;918;61763;16371;13458;2301;0;9979
"846";2025;"0";"0";"0";0;0;0;0;0;41319;0;22881;0;2812;2830;0;0;0;0;0;0;0;0;0;153356;1038;43310;24885;14281;1383;0;12155
"847";2025;"0";"0";"0";0;0;0;0;0;3649;0;3027;0;1682;720;0;0;0;0;0;0;0;0;0;37599;331;9836;14798;3556;380;0;3004
"848";2025;"0";"0";"0";0;0;0;0;0;5596;0;3850;0;2232;1170;0;0;0;0;0;0;0;0;0;48934;269;17325;13532;4959;795;0;3915
"849";2025;"0";"0";"0";0;0;0;0;0;16650;0;7869;0;3402;1947;0;0;0;0;0;0;0;0;0;97902;561;42704;13041;11729;3009;0;8254
"850";2025;"0";"0";"0";0;0;0;0;0;31004;0;12839;0;5183;4016;0;0;0;0;0;0;0;0;0;159605;1505;63318;21855;19885;4957;0;13203
"851";2025;"0";"0";"0";0;0;0;0;0;33101;0;15311;0;3099;3172;0;0;0;0;0;0;0;0;0;144171;1022;48819;22352;17296;3122;0;13152
"852";2025;"0";"0";"0";0;0;0;0;0;53272;0;30583;0;3630;3985;0;0;0;0;0;0;0;0;0;188923;2228;38488;37741;18995;2607;0;15265
"853";2025;"0";"0";"0";0;0;0;0;0;2616;0;2821;0;2328;1800;0;0;0;0;0;0;0;0;0;37971;367;18147;6507;3386;237;0;2196
"854";2025;"0";"0";"0";0;0;0;0;0;5019;0;2349;0;4400;1344;0;0;0;0;0;0;0;0;0;51789;356;22476;9535;6310;939;0;4166
"855";2025;"0";"0";"0";0;0;0;0;0;13237;0;4856;0;5893;2809;0;0;0;0;0;0;0;0;0;99494;152;53272;9787;9486;2181;0;5848
"856";2025;"0";"0";"0";0;0;0;0;0;28558;0;9185;0;7073;5279;0;0;0;0;0;0;0;0;0;172780;1256;93726;13786;13918;2411;0;10178
"857";2025;"0";"0";"0";0;0;0;0;0;28576;0;11095;0;3751;3820;0;0;0;0;0;0;0;0;0;140950;729;62287;16606;14086;1602;0;11698
"858";2025;"0";"0";"0";0;0;0;0;0;38443;0;22082;0;3337;3984;0;0;0;0;0;0;0;0;0;153356;1298;42196;23948;18069;1016;0;16685
"859";2025;"0";"0";"0";0;0;0;0;0;2373;0;1860;0;2593;893;0;0;0;0;0;0;0;0;0;37599;383;10037;15237;4224;204;0;3547
"860";2025;"0";"0";"0";0;0;0;0;0;3324;0;3199;0;4295;1515;0;0;0;0;0;0;0;0;0;48934;210;17295;11575;7519;819;0;5728
"861";2025;"0";"0";"0";0;0;0;0;0;14260;0;6243;0;5754;2670;0;0;0;0;0;0;0;0;0;97902;468;42199;12141;14169;2479;0;10343
"862";2025;"0";"0";"0";0;0;0;0;0;27078;0;11670;0;7913;5328;0;0;0;0;0;0;0;0;0;159605;830;63456;20300;23031;3682;0;17399
"863";2025;"0";"0";"0";0;0;0;0;0;31416;0;12893;0;4472;3800;0;0;0;0;0;0;0;0;0;144171;729;48315;22890;19657;2580;0;16214
"864";2025;"0";"0";"0";0;0;0;0;0;51166;0;27662;0;4288;4050;0;0;0;0;0;0;0;0;0;188923;2537;37121;38378;23722;2471;0;20758
